annee	valeur	age	indicateur	genre	pays
2007 	0.0	Y12	DEATHRATE	F	MK
2006 	0.0	Y12	DEATHRATE	F	MK
2005 	0.0	Y12	DEATHRATE	F	MK
2004 	6e-05	Y12	DEATHRATE	F	MK
2003 	0.00013	Y12	DEATHRATE	F	MK
2002 	7e-05	Y12	DEATHRATE	F	MK
2001 	0.00019	Y12	DEATHRATE	F	MK
2000 	0.00019	Y12	DEATHRATE	F	MK
1999 	6e-05	Y12	DEATHRATE	F	MK
1998 	0.00012	Y12	DEATHRATE	F	MK
1997 	0.00018	Y12	DEATHRATE	F	MK
1996 	0.00025	Y12	DEATHRATE	F	MK
1995 	6e-05	Y12	DEATHRATE	F	MK
1994 	0.00043	Y12	DEATHRATE	F	MK
2012 	0.00046	Y12	DEATHRATE	F	MT
2011 	0.0	Y12	DEATHRATE	F	MT
2010 	0.0	Y12	DEATHRATE	F	MT
2009 	0.0	Y12	DEATHRATE	F	MT
2008 	0.00042	Y12	DEATHRATE	F	MT
2007 	0.00041	Y12	DEATHRATE	F	MT
2006 	0.00039	Y12	DEATHRATE	F	MT
2005 	0.0	Y12	DEATHRATE	F	MT
2004 	0.0	Y12	DEATHRATE	F	MT
2003 	0.0	Y12	DEATHRATE	F	MT
2002 	0.0	Y12	DEATHRATE	F	MT
2001 	0.0	Y12	DEATHRATE	F	MT
2000 	0.0	Y12	DEATHRATE	F	MT
1999 	0.0	Y12	DEATHRATE	F	MT
1998 	0.0	Y12	DEATHRATE	F	MT
1997 	0.0	Y12	DEATHRATE	F	MT
1996 	0.0	Y12	DEATHRATE	F	MT
1995 	0.0	Y12	DEATHRATE	F	MT
1994 	0.0	Y12	DEATHRATE	F	MT
1993 	0.0	Y12	DEATHRATE	F	MT
1992 	0.00036	Y12	DEATHRATE	F	MT
1991 	0.0	Y12	DEATHRATE	F	MT
1990 	0.00037	Y12	DEATHRATE	F	MT
1989 	0.0	Y12	DEATHRATE	F	MT
1988 	0.0	Y12	DEATHRATE	F	MT
1987 	0.0	Y12	DEATHRATE	F	MT
1986 	0.0	Y12	DEATHRATE	F	MT
1985 	0.0	Y12	DEATHRATE	F	MT
1984 	0.0	Y12	DEATHRATE	F	MT
1981 	0.0	Y12	DEATHRATE	F	MT
1980 	0.00044	Y12	DEATHRATE	F	MT
1979 	0.0	Y12	DEATHRATE	F	MT
1978 	0.00045	Y12	DEATHRATE	F	MT
1977 	0.0	Y12	DEATHRATE	F	MT
2012 	0.00011	Y12	DEATHRATE	F	NL
2011 	7e-05	Y12	DEATHRATE	F	NL
2010 	6e-05	Y12	DEATHRATE	F	NL
2009 	6e-05	Y12	DEATHRATE	F	NL
2008 	0.00011	Y12	DEATHRATE	F	NL
2007 	0.0001	Y12	DEATHRATE	F	NL
2006 	9e-05	Y12	DEATHRATE	F	NL
2005 	7e-05	Y12	DEATHRATE	F	NL
2004 	0.00011	Y12	DEATHRATE	F	NL
2003 	0.0001	Y12	DEATHRATE	F	NL
2002 	0.00013	Y12	DEATHRATE	F	NL
2001 	0.00016	Y12	DEATHRATE	F	NL
2000 	0.00011	Y12	DEATHRATE	F	NL
1999 	0.00018	Y12	DEATHRATE	F	NL
1998 	9e-05	Y12	DEATHRATE	F	NL
1997 	0.00016	Y12	DEATHRATE	F	NL
1996 	0.00014	Y12	DEATHRATE	F	NL
1995 	0.00013	Y12	DEATHRATE	F	NL
1994 	0.00016	Y12	DEATHRATE	F	NL
1993 	0.00025	Y12	DEATHRATE	F	NL
1992 	0.00016	Y12	DEATHRATE	F	NL
1991 	0.00019	Y12	DEATHRATE	F	NL
1990 	0.00023	Y12	DEATHRATE	F	NL
1989 	0.00017	Y12	DEATHRATE	F	NL
1988 	0.00017	Y12	DEATHRATE	F	NL
1987 	0.00023	Y12	DEATHRATE	F	NL
1986 	0.00018	Y12	DEATHRATE	F	NL
1985 	0.00015	Y12	DEATHRATE	F	NL
2012 	7e-05	Y12	DEATHRATE	F	NO
2011 	7e-05	Y12	DEATHRATE	F	NO
2010 	0.0	Y12	DEATHRATE	F	NO
2009 	6e-05	Y12	DEATHRATE	F	NO
2008 	0.00013	Y12	DEATHRATE	F	NO
2007 	0.00013	Y12	DEATHRATE	F	NO
2006 	0.0	Y12	DEATHRATE	F	NO
2005 	7e-05	Y12	DEATHRATE	F	NO
2004 	7e-05	Y12	DEATHRATE	F	NO
2003 	0.00013	Y12	DEATHRATE	F	NO
2002 	0.00017	Y12	DEATHRATE	F	NO
2001 	3e-05	Y12	DEATHRATE	F	NO
2000 	0.00021	Y12	DEATHRATE	F	NO
1999 	0.00019	Y12	DEATHRATE	F	NO
1998 	0.00027	Y12	DEATHRATE	F	NO
1997 	0.0	Y12	DEATHRATE	F	NO
1996 	8e-05	Y12	DEATHRATE	F	NO
1995 	0.0	Y12	DEATHRATE	F	NO
1994 	0.00016	Y12	DEATHRATE	F	NO
1993 	0.0	Y12	DEATHRATE	F	NO
1992 	8e-05	Y12	DEATHRATE	F	NO
1991 	0.00016	Y12	DEATHRATE	F	NO
1990 	0.00028	Y12	DEATHRATE	F	NO
1989 	8e-05	Y12	DEATHRATE	F	NO
1988 	0.00011	Y12	DEATHRATE	F	NO
1987 	0.0001	Y12	DEATHRATE	F	NO
1986 	0.00027	Y12	DEATHRATE	F	NO
1985 	0.0001	Y12	DEATHRATE	F	NO
1984 	0.00016	Y12	DEATHRATE	F	NO
1983 	9e-05	Y12	DEATHRATE	F	NO
1982 	0.00022	Y12	DEATHRATE	F	NO
1981 	0.00015	Y12	DEATHRATE	F	NO
1980 	0.00022	Y12	DEATHRATE	F	NO
1979 	0.00028	Y12	DEATHRATE	F	NO
1978 	0.00022	Y12	DEATHRATE	F	NO
1977 	0.00035	Y12	DEATHRATE	F	NO
1976 	0.00013	Y12	DEATHRATE	F	NO
1975 	0.00026	Y12	DEATHRATE	F	NO
1974 	0.0001	Y12	DEATHRATE	F	NO
1973 	3e-05	Y12	DEATHRATE	F	NO
1972 	0.00017	Y12	DEATHRATE	F	NO
1971 	0.0002	Y12	DEATHRATE	F	NO
1970 	0.0001	Y12	DEATHRATE	F	NO
1969 	0.0003	Y12	DEATHRATE	F	NO
1968 	0.0001	Y12	DEATHRATE	F	NO
1967 	0.00017	Y12	DEATHRATE	F	NO
1966 	0.0002	Y12	DEATHRATE	F	NO
1965 	0.00024	Y12	DEATHRATE	F	NO
1964 	0.00017	Y12	DEATHRATE	F	NO
1963 	0.00017	Y12	DEATHRATE	F	NO
1962 	0.00017	Y12	DEATHRATE	F	NO
1961 	0.0002	Y12	DEATHRATE	F	NO
1960 	0.00023	Y12	DEATHRATE	F	NO
2012 	0.00012	Y12	DEATHRATE	F	PL
2011 	6e-05	Y12	DEATHRATE	F	PL
2010 	0.00011	Y12	DEATHRATE	F	PL
2009 	0.00013	Y12	DEATHRATE	F	PL
2008 	0.00011	Y12	DEATHRATE	F	PL
2007 	0.00015	Y12	DEATHRATE	F	PL
2006 	0.00017	Y12	DEATHRATE	F	PL
2005 	0.00014	Y12	DEATHRATE	F	PL
2004 	0.00013	Y12	DEATHRATE	F	PL
2003 	0.00015	Y12	DEATHRATE	F	PL
2002 	0.00016	Y12	DEATHRATE	F	PL
2001 	0.00016	Y12	DEATHRATE	F	PL
2000 	0.00013	Y12	DEATHRATE	F	PL
1999 	0.00011	Y12	DEATHRATE	F	PL
1998 	0.00012	Y12	DEATHRATE	F	PL
1997 	0.00014	Y12	DEATHRATE	F	PL
1996 	0.00016	Y12	DEATHRATE	F	PL
1995 	0.00016	Y12	DEATHRATE	F	PL
1994 	0.00013	Y12	DEATHRATE	F	PL
1993 	0.00015	Y12	DEATHRATE	F	PL
1992 	0.00022	Y12	DEATHRATE	F	PL
1991 	0.00019	Y12	DEATHRATE	F	PL
1990 	0.00022	Y12	DEATHRATE	F	PL
2012 	5e-05	Y12	DEATHRATE	F	PT
2011 	7e-05	Y12	DEATHRATE	F	PT
2010 	6e-05	Y12	DEATHRATE	F	PT
2009 	7e-05	Y12	DEATHRATE	F	PT
2008 	0.00023	Y12	DEATHRATE	F	PT
2007 	0.00011	Y12	DEATHRATE	F	PT
2006 	0.00015	Y12	DEATHRATE	F	PT
2005 	0.00013	Y12	DEATHRATE	F	PT
2004 	0.0002	Y12	DEATHRATE	F	PT
2003 	0.00025	Y12	DEATHRATE	F	PT
2002 	0.00025	Y12	DEATHRATE	F	PT
2001 	0.00022	Y12	DEATHRATE	F	PT
2000 	9e-05	Y12	DEATHRATE	F	PT
1999 	0.00021	Y12	DEATHRATE	F	PT
1998 	0.00022	Y12	DEATHRATE	F	PT
1997 	0.00026	Y12	DEATHRATE	F	PT
1996 	0.00022	Y12	DEATHRATE	F	PT
1995 	0.00027	Y12	DEATHRATE	F	PT
1994 	0.00022	Y12	DEATHRATE	F	PT
1993 	0.00023	Y12	DEATHRATE	F	PT
1992 	0.00014	Y12	DEATHRATE	F	PT
1991 	0.00031	Y12	DEATHRATE	F	PT
1990 	0.00023	Y12	DEATHRATE	F	PT
1989 	0.00017	Y12	DEATHRATE	F	PT
1988 	0.00023	Y12	DEATHRATE	F	PT
1987 	0.00025	Y12	DEATHRATE	F	PT
1986 	0.00017	Y12	DEATHRATE	F	PT
1985 	0.00023	Y12	DEATHRATE	F	PT
1984 	0.0003	Y12	DEATHRATE	F	PT
1983 	0.00041	Y12	DEATHRATE	F	PT
1982 	0.00033	Y12	DEATHRATE	F	PT
1981 	0.00044	Y12	DEATHRATE	F	PT
1980 	0.00022	Y12	DEATHRATE	F	PT
1979 	0.00041	Y12	DEATHRATE	F	PT
1978 	0.00035	Y12	DEATHRATE	F	PT
1977 	0.00023	Y12	DEATHRATE	F	PT
1976 	0.00047	Y12	DEATHRATE	F	PT
1975 	0.00027	Y12	DEATHRATE	F	PT
1974 	0.00047	Y12	DEATHRATE	F	PT
1973 	0.00037	Y12	DEATHRATE	F	PT
1972 	0.00046	Y12	DEATHRATE	F	PT
1971 	0.00053	Y12	DEATHRATE	F	PT
1970 	0.00039	Y12	DEATHRATE	F	PT
1969 	0.00038	Y12	DEATHRATE	F	PT
1968 	0.00055	Y12	DEATHRATE	F	PT
1967 	0.00056	Y12	DEATHRATE	F	PT
1966 	0.00045	Y12	DEATHRATE	F	PT
1965 	0.00045	Y12	DEATHRATE	F	PT
1964 	0.00055	Y12	DEATHRATE	F	PT
1963 	0.00055	Y12	DEATHRATE	F	PT
1962 	0.00045	Y12	DEATHRATE	F	PT
1961 	0.0006	Y12	DEATHRATE	F	PT
1960 	0.00052	Y12	DEATHRATE	F	PT
2012 	0.00016	Y12	DEATHRATE	F	RO
2011 	0.00017	Y12	DEATHRATE	F	RO
2010 	0.00018	Y12	DEATHRATE	F	RO
2009 	0.00023	Y12	DEATHRATE	F	RO
2008 	0.00021	Y12	DEATHRATE	F	RO
2007 	0.0002	Y12	DEATHRATE	F	RO
2006 	0.00019	Y12	DEATHRATE	F	RO
2005 	0.00025	Y12	DEATHRATE	F	RO
2004 	0.00029	Y12	DEATHRATE	F	RO
2003 	0.00032	Y12	DEATHRATE	F	RO
2002 	0.00049	Y12	DEATHRATE	F	RO
2001 	0.00071	Y12	DEATHRATE	F	RO
2000 	0.00056	Y12	DEATHRATE	F	RO
1999 	0.0004	Y12	DEATHRATE	F	RO
1998 	0.00026	Y12	DEATHRATE	F	RO
1997 	0.00036	Y12	DEATHRATE	F	RO
1996 	0.00033	Y12	DEATHRATE	F	RO
1995 	0.00032	Y12	DEATHRATE	F	RO
1994 	0.00026	Y12	DEATHRATE	F	RO
1993 	0.00028	Y12	DEATHRATE	F	RO
1992 	0.00029	Y12	DEATHRATE	F	RO
1991 	0.00032	Y12	DEATHRATE	F	RO
1990 	0.00034	Y12	DEATHRATE	F	RO
1989 	0.00035	Y12	DEATHRATE	F	RO
1988 	0.00034	Y12	DEATHRATE	F	RO
1987 	0.00035	Y12	DEATHRATE	F	RO
1986 	0.00033	Y12	DEATHRATE	F	RO
1985 	0.00034	Y12	DEATHRATE	F	RO
1984 	0.00027	Y12	DEATHRATE	F	RO
1983 	0.0003	Y12	DEATHRATE	F	RO
1982 	0.00035	Y12	DEATHRATE	F	RO
1981 	0.00024	Y12	DEATHRATE	F	RO
1980 	0.00029	Y12	DEATHRATE	F	RO
1979 	0.00022	Y12	DEATHRATE	F	RO
1978 	0.00027	Y12	DEATHRATE	F	RO
1977 	0.00037	Y12	DEATHRATE	F	RO
1976 	0.0004	Y12	DEATHRATE	F	RO
1975 	0.00033	Y12	DEATHRATE	F	RO
1974 	0.00039	Y12	DEATHRATE	F	RO
1973 	0.00046	Y12	DEATHRATE	F	RO
1972 	0.00041	Y12	DEATHRATE	F	RO
1971 	0.00046	Y12	DEATHRATE	F	RO
1970 	0.00043	Y12	DEATHRATE	F	RO
1969 	0.00036	Y12	DEATHRATE	F	RO
1968 	0.00039	Y12	DEATHRATE	F	RO
2012 	0.00012	Y12	DEATHRATE	F	RS
2011 	0.00012	Y12	DEATHRATE	F	RS
2010 	0.00017	Y12	DEATHRATE	F	RS
2009 	5e-05	Y12	DEATHRATE	F	RS
2008 	0.00013	Y12	DEATHRATE	F	RS
2007 	0.00015	Y12	DEATHRATE	F	RS
2006 	0.00015	Y12	DEATHRATE	F	RS
2005 	0.00017	Y12	DEATHRATE	F	RS
2004 	0.00019	Y12	DEATHRATE	F	RS
2003 	0.00014	Y12	DEATHRATE	F	RS
2002 	0.00014	Y12	DEATHRATE	F	RS
2001 	0.00016	Y12	DEATHRATE	F	RS
2000 	0.00024	Y12	DEATHRATE	F	RS
2009 	0.00021	Y12	DEATHRATE	F	RU
2008 	0.00025	Y12	DEATHRATE	F	RU
2007 	0.00024	Y12	DEATHRATE	F	RU
2006 	0.00023	Y12	DEATHRATE	F	RU
2012 	0.00011	Y12	DEATHRATE	F	SE
2011 	6e-05	Y12	DEATHRATE	F	SE
2010 	0.00015	Y12	DEATHRATE	F	SE
2009 	2e-05	Y12	DEATHRATE	F	SE
2008 	0.00014	Y12	DEATHRATE	F	SE
2007 	6e-05	Y12	DEATHRATE	F	SE
2006 	5e-05	Y12	DEATHRATE	F	SE
2005 	8e-05	Y12	DEATHRATE	F	SE
2004 	5e-05	Y12	DEATHRATE	F	SE
2003 	8e-05	Y12	DEATHRATE	F	SE
2002 	5e-05	Y12	DEATHRATE	F	SE
2001 	5e-05	Y12	DEATHRATE	F	SE
2000 	0.00016	Y12	DEATHRATE	F	SE
1999 	2e-05	Y12	DEATHRATE	F	SE
1998 	0.00021	Y12	DEATHRATE	F	SE
1997 	0.0002	Y12	DEATHRATE	F	SE
1996 	8e-05	Y12	DEATHRATE	F	SE
1995 	8e-05	Y12	DEATHRATE	F	SE
1994 	6e-05	Y12	DEATHRATE	F	SE
1993 	0.0001	Y12	DEATHRATE	F	SE
1992 	8e-05	Y12	DEATHRATE	F	SE
1991 	0.00013	Y12	DEATHRATE	F	SE
1990 	6e-05	Y12	DEATHRATE	F	SE
1989 	0.0001	Y12	DEATHRATE	F	SE
1988 	0.00014	Y12	DEATHRATE	F	SE
1987 	9e-05	Y12	DEATHRATE	F	SE
1986 	2e-05	Y12	DEATHRATE	F	SE
1985 	0.00015	Y12	DEATHRATE	F	SE
1984 	0.00016	Y12	DEATHRATE	F	SE
1983 	0.00018	Y12	DEATHRATE	F	SE
1982 	0.00013	Y12	DEATHRATE	F	SE
1981 	0.00013	Y12	DEATHRATE	F	SE
1980 	0.00024	Y12	DEATHRATE	F	SE
1979 	0.00029	Y12	DEATHRATE	F	SE
1978 	0.0001	Y12	DEATHRATE	F	SE
1977 	0.00023	Y12	DEATHRATE	F	SE
1976 	0.00019	Y12	DEATHRATE	F	SE
1975 	0.00024	Y12	DEATHRATE	F	SE
1974 	0.00017	Y12	DEATHRATE	F	SE
1973 	0.00035	Y12	DEATHRATE	F	SE
1972 	0.00022	Y12	DEATHRATE	F	SE
1971 	0.00031	Y12	DEATHRATE	F	SE
1970 	0.00017	Y12	DEATHRATE	F	SE
1969 	0.00015	Y12	DEATHRATE	F	SE
1968 	0.00035	Y12	DEATHRATE	F	SE
2012 	0.0	Y12	DEATHRATE	F	SI
2011 	0.0	Y12	DEATHRATE	F	SI
2010 	0.00011	Y12	DEATHRATE	F	SI
2009 	0.0	Y12	DEATHRATE	F	SI
2008 	0.0	Y12	DEATHRATE	F	SI
2007 	0.00021	Y12	DEATHRATE	F	SI
2006 	0.0001	Y12	DEATHRATE	F	SI
2005 	0.0	Y12	DEATHRATE	F	SI
2004 	0.0	Y12	DEATHRATE	F	SI
2003 	0.0	Y12	DEATHRATE	F	SI
2002 	0.0	Y12	DEATHRATE	F	SI
2001 	8e-05	Y12	DEATHRATE	F	SI
2000 	0.00016	Y12	DEATHRATE	F	SI
1999 	8e-05	Y12	DEATHRATE	F	SI
1998 	0.00016	Y12	DEATHRATE	F	SI
1997 	8e-05	Y12	DEATHRATE	F	SI
1996 	0.00045	Y12	DEATHRATE	F	SI
1995 	7e-05	Y12	DEATHRATE	F	SI
1994 	7e-05	Y12	DEATHRATE	F	SI
1993 	0.00021	Y12	DEATHRATE	F	SI
1992 	0.00014	Y12	DEATHRATE	F	SI
1991 	0.0	Y12	DEATHRATE	F	SI
1990 	0.00014	Y12	DEATHRATE	F	SI
1989 	0.00014	Y12	DEATHRATE	F	SI
1988 	0.0	Y12	DEATHRATE	F	SI
1987 	0.0	Y12	DEATHRATE	F	SI
1986 	0.0	Y12	DEATHRATE	F	SI
1985 	0.0	Y12	DEATHRATE	F	SI
1984 	0.00044	Y12	DEATHRATE	F	SI
1983 	7e-05	Y12	DEATHRATE	F	SI
1982 	0.00015	Y12	DEATHRATE	F	SI
2012 	0.00015	Y12	DEATHRATE	F	SK
2011 	0.00011	Y12	DEATHRATE	F	SK
2010 	0.00018	Y12	DEATHRATE	F	SK
2009 	0.00021	Y12	DEATHRATE	F	SK
2008 	0.0001	Y12	DEATHRATE	F	SK
2007 	0.0001	Y12	DEATHRATE	F	SK
2006 	0.0	Y12	DEATHRATE	F	SK
2005 	3e-05	Y12	DEATHRATE	F	SK
2004 	0.00014	Y12	DEATHRATE	F	SK
2003 	0.00021	Y12	DEATHRATE	F	SK
2002 	0.00013	Y12	DEATHRATE	F	SK
2001 	0.0001	Y12	DEATHRATE	F	SK
2000 	5e-05	Y12	DEATHRATE	F	SK
1999 	0.00022	Y12	DEATHRATE	F	SK
1998 	0.00036	Y12	DEATHRATE	F	SK
1997 	9e-05	Y12	DEATHRATE	F	SK
1996 	0.00032	Y12	DEATHRATE	F	SK
1995 	0.00011	Y12	DEATHRATE	F	SK
1994 	0.00032	Y12	DEATHRATE	F	SK
1993 	0.00016	Y12	DEATHRATE	F	SK
1992 	0.00013	Y12	DEATHRATE	F	SK
1991 	0.00032	Y12	DEATHRATE	F	SK
1990 	0.00013	Y12	DEATHRATE	F	SK
1989 	0.00013	Y12	DEATHRATE	F	SK
1988 	0.00011	Y12	DEATHRATE	F	SK
1987 	0.00017	Y12	DEATHRATE	F	SK
1986 	0.00016	Y12	DEATHRATE	F	SK
1985 	0.00042	Y12	DEATHRATE	F	SK
1984 	0.00025	Y12	DEATHRATE	F	SK
1983 	0.00016	Y12	DEATHRATE	F	SK
1982 	0.00019	Y12	DEATHRATE	F	SK
1981 	0.00044	Y12	DEATHRATE	F	SK
1980 	3e-05	Y12	DEATHRATE	F	SK
1979 	0.00024	Y12	DEATHRATE	F	SK
1978 	0.00039	Y12	DEATHRATE	F	SK
1977 	0.00028	Y12	DEATHRATE	F	SK
1976 	0.00015	Y12	DEATHRATE	F	SK
1975 	0.0002	Y12	DEATHRATE	F	SK
1974 	0.0003	Y12	DEATHRATE	F	SK
1973 	0.00029	Y12	DEATHRATE	F	SK
1972 	0.00012	Y12	DEATHRATE	F	SK
1971 	0.00019	Y12	DEATHRATE	F	SK
1970 	0.00023	Y12	DEATHRATE	F	SK
1969 	0.00022	Y12	DEATHRATE	F	SK
1968 	0.00028	Y12	DEATHRATE	F	SK
1967 	0.00029	Y12	DEATHRATE	F	SK
1966 	0.00038	Y12	DEATHRATE	F	SK
1965 	0.00033	Y12	DEATHRATE	F	SK
1964 	0.00022	Y12	DEATHRATE	F	SK
1963 	0.00025	Y12	DEATHRATE	F	SK
1962 	0.00022	Y12	DEATHRATE	F	SK
1961 	0.00023	Y12	DEATHRATE	F	SK
1960 	0.00052	Y12	DEATHRATE	F	SK
2012 	0.0002	Y12	DEATHRATE	F	TR
2011 	0.00025	Y12	DEATHRATE	F	TR
2010 	0.00029	Y12	DEATHRATE	F	TR
2009 	0.00033	Y12	DEATHRATE	F	TR
2012 	0.00022	Y12	DEATHRATE	F	UA
2011 	0.00018	Y12	DEATHRATE	F	UA
2010 	0.00022	Y12	DEATHRATE	F	UA
2008 	0.00022	Y12	DEATHRATE	F	UA
2007 	0.00018	Y12	DEATHRATE	F	UA
2006 	0.00016	Y12	DEATHRATE	F	UA
2012 	8e-05	Y12	DEATHRATE	F	UK
2011 	9e-05	Y12	DEATHRATE	F	UK
2010 	9e-05	Y12	DEATHRATE	F	UK
2009 	0.0001	Y12	DEATHRATE	F	UK
2008 	8e-05	Y12	DEATHRATE	F	UK
2007 	0.00011	Y12	DEATHRATE	F	UK
2006 	9e-05	Y12	DEATHRATE	F	UK
2005 	0.00012	Y12	DEATHRATE	F	UK
2004 	0.00011	Y12	DEATHRATE	F	UK
2003 	0.00014	Y12	DEATHRATE	F	UK
2002 	0.0001	Y12	DEATHRATE	F	UK
2001 	0.0001	Y12	DEATHRATE	F	UK
2000 	0.00011	Y12	DEATHRATE	F	UK
1999 	0.00011	Y12	DEATHRATE	F	UK
1998 	0.00015	Y12	DEATHRATE	F	UK
1997 	0.00013	Y12	DEATHRATE	F	UK
1996 	0.00011	Y12	DEATHRATE	F	UK
1995 	0.00012	Y12	DEATHRATE	F	UK
1994 	0.00011	Y12	DEATHRATE	F	UK
1993 	0.00016	Y12	DEATHRATE	F	UK
2009 	4e-05	Y13	DEATHRATE	F	AM
2008 	0.00022	Y13	DEATHRATE	F	AM
2007 	0.00016	Y13	DEATHRATE	F	AM
2006 	4e-05	Y13	DEATHRATE	F	AM
2012 	0.0001	Y13	DEATHRATE	F	AT
2011 	9e-05	Y13	DEATHRATE	F	AT
2010 	7e-05	Y13	DEATHRATE	F	AT
2009 	0.00013	Y13	DEATHRATE	F	AT
2008 	7e-05	Y13	DEATHRATE	F	AT
2007 	0.00011	Y13	DEATHRATE	F	AT
2006 	0.00012	Y13	DEATHRATE	F	AT
2005 	0.00014	Y13	DEATHRATE	F	AT
2004 	0.00013	Y13	DEATHRATE	F	AT
2003 	0.00019	Y13	DEATHRATE	F	AT
2002 	6e-05	Y13	DEATHRATE	F	AT
2001 	0.00017	Y13	DEATHRATE	F	AT
2000 	0.00011	Y13	DEATHRATE	F	AT
1999 	0.00018	Y13	DEATHRATE	F	AT
1998 	0.00011	Y13	DEATHRATE	F	AT
1997 	0.00011	Y13	DEATHRATE	F	AT
1996 	8e-05	Y13	DEATHRATE	F	AT
1995 	0.00021	Y13	DEATHRATE	F	AT
1994 	0.00015	Y13	DEATHRATE	F	AT
1993 	0.00022	Y13	DEATHRATE	F	AT
1992 	9e-05	Y13	DEATHRATE	F	AT
1991 	0.00014	Y13	DEATHRATE	F	AT
1990 	0.00017	Y13	DEATHRATE	F	AT
1989 	0.00012	Y13	DEATHRATE	F	AT
1988 	0.00013	Y13	DEATHRATE	F	AT
1987 	9e-05	Y13	DEATHRATE	F	AT
1986 	0.00017	Y13	DEATHRATE	F	AT
1985 	0.00017	Y13	DEATHRATE	F	AT
1984 	7e-05	Y13	DEATHRATE	F	AT
1983 	0.00025	Y13	DEATHRATE	F	AT
1982 	0.00032	Y13	DEATHRATE	F	AT
1981 	0.0002	Y13	DEATHRATE	F	AT
1980 	0.00016	Y13	DEATHRATE	F	AT
1979 	0.00021	Y13	DEATHRATE	F	AT
1978 	0.0002	Y13	DEATHRATE	F	AT
1977 	0.00021	Y13	DEATHRATE	F	AT
1976 	0.00017	Y13	DEATHRATE	F	AT
1975 	0.00024	Y13	DEATHRATE	F	AT
1974 	0.00024	Y13	DEATHRATE	F	AT
1973 	0.00025	Y13	DEATHRATE	F	AT
1972 	0.00035	Y13	DEATHRATE	F	AT
1971 	0.00038	Y13	DEATHRATE	F	AT
1970 	0.00027	Y13	DEATHRATE	F	AT
2012 	0.00019	Y13	DEATHRATE	F	AZ
2010 	0.0003	Y13	DEATHRATE	F	AZ
2009 	0.00021	Y13	DEATHRATE	F	AZ
2008 	0.00022	Y13	DEATHRATE	F	AZ
2007 	0.00036	Y13	DEATHRATE	F	AZ
2006 	0.00032	Y13	DEATHRATE	F	AZ
2012 	5e-05	Y13	DEATHRATE	F	BE
2011 	8e-05	Y13	DEATHRATE	F	BE
2010 	0.00012	Y13	DEATHRATE	F	BE
2009 	7e-05	Y13	DEATHRATE	F	BE
2008 	7e-05	Y13	DEATHRATE	F	BE
2007 	0.00012	Y13	DEATHRATE	F	BE
2006 	0.00014	Y13	DEATHRATE	F	BE
2005 	0.00011	Y13	DEATHRATE	F	BE
2004 	0.00013	Y13	DEATHRATE	F	BE
2003 	0.00023	Y13	DEATHRATE	F	BE
2002 	0.00016	Y13	DEATHRATE	F	BE
2001 	0.00017	Y13	DEATHRATE	F	BE
2000 	0.00019	Y13	DEATHRATE	F	BE
1999 	0.0001	Y13	DEATHRATE	F	BE
1998 	0.00017	Y13	DEATHRATE	F	BE
1997 	0.0001	Y13	DEATHRATE	F	BE
1996 	0.0002	Y13	DEATHRATE	F	BE
1995 	0.00018	Y13	DEATHRATE	F	BE
1994 	0.00011	Y13	DEATHRATE	F	BE
1993 	0.00015	Y13	DEATHRATE	F	BE
1992 	0.00017	Y13	DEATHRATE	F	BE
1991 	0.00015	Y13	DEATHRATE	F	BE
1990 	0.0001	Y13	DEATHRATE	F	BE
1989 	0.00017	Y13	DEATHRATE	F	BE
1988 	0.00012	Y13	DEATHRATE	F	BE
1987 	0.00016	Y13	DEATHRATE	F	BE
1986 	0.00019	Y13	DEATHRATE	F	BE
1985 	0.00015	Y13	DEATHRATE	F	BE
1984 	0.00032	Y13	DEATHRATE	F	BE
1983 	0.00017	Y13	DEATHRATE	F	BE
1982 	0.00025	Y13	DEATHRATE	F	BE
1981 	0.00023	Y13	DEATHRATE	F	BE
1980 	0.00039	Y13	DEATHRATE	F	BE
1979 	0.00024	Y13	DEATHRATE	F	BE
1978 	0.0003	Y13	DEATHRATE	F	BE
1977 	0.00022	Y13	DEATHRATE	F	BE
1976 	0.00024	Y13	DEATHRATE	F	BE
1975 	0.00025	Y13	DEATHRATE	F	BE
1974 	0.00023	Y13	DEATHRATE	F	BE
1973 	0.00022	Y13	DEATHRATE	F	BE
1972 	0.00022	Y13	DEATHRATE	F	BE
1971 	0.00038	Y13	DEATHRATE	F	BE
1970 	0.00026	Y13	DEATHRATE	F	BE
1969 	0.00034	Y13	DEATHRATE	F	BE
1968 	0.00041	Y13	DEATHRATE	F	BE
1967 	0.00025	Y13	DEATHRATE	F	BE
1966 	0.00043	Y13	DEATHRATE	F	BE
1965 	0.00046	Y13	DEATHRATE	F	BE
1964 	0.00021	Y13	DEATHRATE	F	BE
1963 	0.00026	Y13	DEATHRATE	F	BE
1962 	0.00029	Y13	DEATHRATE	F	BE
1961 	0.00029	Y13	DEATHRATE	F	BE
1960 	0.00024	Y13	DEATHRATE	F	BE
2012 	0.0001	Y13	DEATHRATE	F	BG
2011 	0.00018	Y13	DEATHRATE	F	BG
2010 	0.00027	Y13	DEATHRATE	F	BG
2009 	0.00013	Y13	DEATHRATE	F	BG
2008 	0.00027	Y13	DEATHRATE	F	BG
2007 	0.00033	Y13	DEATHRATE	F	BG
2006 	0.00013	Y13	DEATHRATE	F	BG
